"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"911","( n22 ) Evidently, in more than one sense the area of good governance tends to invite double standards.","Having a low corruption profile is an indicator of good governance.","target-prior","comparatives",87.37,49.85,87.95,16.9,58.21,60.056,29.5556268754361
"911","( n22 ) Evidently, in more than one sense the area of good governance tends to invite double standards. The reason must be that, for the World Bank, IMF and various other donors, attaining high growth rates regardless of how they came about isn't a more important indicator of good governance than having a low corruption profile.","Having a low corruption profile is an indicator of good governance.","target-negated","comparatives",31.87,100,94.81,10.38,98.92,67.196,42.7815138815821
"911","( n22 ) Evidently, in more than one sense the area of good governance tends to invite double standards. The reason must be that, for the World Bank, IMF and various other donors, attaining high growth rates regardless of how they came about is a more important indicator of good governance than having a low corruption profile.","Having a low corruption profile is an indicator of good governance.","target-original","comparatives",95.53,94.19,99.34,75.98,NA,91.26,10.4176548864576
"915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate.","New Yorkers are a group in the United States.","target-prior","comparatives",100,100,100,NA,NA,100,0
"915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate. Yes, there was sadness over what might have been, however there is a more resilient group in the United States than New Yorkers.","New Yorkers are a group in the United States.","target-negated","comparatives",97.3,100,98.24,100,100,99.108,1.26582779239516
"915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate. Yes, there was sadness over what might have been, however there is no more resilient group in the United States than New Yorkers.","New Yorkers are a group in the United States.","target-original","comparatives",100,100,100,100,99.09,99.818,0.40696437190496
"947","We don't see them on the street. Again, as we said earlier, we see glimpses of what they might have been, what hopefully they might become.","Tommy is an animal.","target-prior","comparatives",100,0.57,1.01,7.52,36.39,29.098,42.2748727969701
"947","We don't see them on the street. Again, as we said earlier, we see glimpses of what they might have been, what hopefully they might become. The same Tommy on the street isn't a different animal than the Tommy we saw here.","Tommy is an animal.","target-negated","comparatives",2.7,92.25,55.84,20.94,2.7,34.886,38.7171367743019
"947","We don't see them on the street. Again, as we said earlier, we see glimpses of what they might have been, what hopefully they might become. The same Tommy on the street is a different animal than the Tommy we saw here.","Tommy is an animal.","target-original","comparatives",1.19,0,99.51,NA,NA,33.5666666666667,57.1117013696259
"95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes.","getting back together only to disappoint the fans is an idea.","target-prior","comparatives",11.02,1.8,98.33,8.9,62.6,36.53,42.1877790361142
"95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes. Then I might think, ""Yeah, that's a good reason to consider doing something.' '"" If rock history has taught us anything, it's that not reuniting is not often a far better idea than getting back together only to disappoint the fans.","getting back together only to disappoint the fans is an idea.","target-negated","comparatives",30.76,0.31,97.14,4.29,85.55,43.61,45.3059030370216
"95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes. Then I might think, ""Yeah, that's a good reason to consider doing something.' '"" If rock history has taught us anything, it's that not reuniting is often a far better idea than getting back together only to disappoint the fans.","getting back together only to disappoint the fans is an idea.","target-original","comparatives",100,100,23.9,NA,NA,74.6333333333333,43.9363554853305
"956","On Aug. 1 during an wide-ranging interview about the coming season, it was about five feet tall. Smith was proud of his horticultural skills.","He hadn't been growing the plant before January 2008.","target-prior","continuation_of_state",49.85,1.01,91.93,48.65,54.64,49.216,32.3204514201148
"956","On Aug. 1 during an wide-ranging interview about the coming season, it was about five feet tall. Smith was proud of his horticultural skills. He didn't start growing the plant shortly after taking over monumental task of turning around the Falcons in January 2008.","He hadn't been growing the plant before January 2008.","target-negated","continuation_of_state",0,68.27,100,41.79,NA,52.515,42.3316119072575
"956","On Aug. 1 during an wide-ranging interview about the coming season, it was about five feet tall. Smith was proud of his horticultural skills. He started growing the plant shortly after taking over monumental task of turning around the Falcons in January 2008.","He hadn't been growing the plant before January 2008.","target-original","continuation_of_state",100,100,98.62,94.94,98.24,98.36,2.07108667129119
"960","And at that point, worrying about my parents' relationship seemed as unnecessary as finding the answer to a puzzle on a stupid TV show. They were fine, holding hands or not.","We previously had been driving.","target-prior","continuation_of_state",72.48,3.23,1.23,80.83,19.87,35.528,38.3484291725228
"960","And at that point, worrying about my parents' relationship seemed as unnecessary as finding the answer to a puzzle on a stupid TV show. They were fine, holding hands or not. There was nothing to see; we didn't keep on driving, didn't even think about slowing down.","We previously had been driving.","target-negated","continuation_of_state",84.93,99.66,99.94,99.62,95.71,95.972,6.41577508957413
"960","And at that point, worrying about my parents' relationship seemed as unnecessary as finding the answer to a puzzle on a stupid TV show. They were fine, holding hands or not. There was nothing to see; we kept on driving, didn't even think about slowing down.","We previously had been driving.","target-original","continuation_of_state",100,100,100,NA,NA,100,0
"968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,","target-prior","continuation_of_state",99.43,61.15,100,97.35,100,91.586,17.0491416206213
